公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投<br>資比率(%),year,market,出表日期,資料年月,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
5284,jpp-KY,43.43,139.81,106.42,73.55,9.85,2.72,134.19,3.07,118.89,0.91,0.44,5.92,7.12,38.65,9.23,3.0,23.08,62.61,5.18,110,上市,,,,,,,,,,,,,
5285,界霖,45.11,315.06,395.94,235.74,22.98,5.46,66.84,3.97,91.93,4.29,1.15,8.93,17.27,58.9,7.4,4.82,31.76,38.38,1.14,110,上市,,,,,,,,,,,,,
5288,豐祥-KY,49.61,172.66,120.68,78.36,38.91,5.61,65.06,4.68,77.99,3.56,0.96,10.74,19.51,114.49,10.89,9.53,-0.53,48.29,-6.3,110,上市,,,,,,,,,,,,,
5306,桂盟,42.79,249.88,178.14,123.2,14044.31,5.54,65.88,3.76,97.07,2.39,0.7,18.31,31.02,206.42,25.91,15.94,63.79,106.37,12.97,110,上市,,,,,,,,,,,,,
5388,中磊,76.03,311.04,134.64,63.84,1399.00,7.26,50.27,3.32,109.93,10.27,2.85,2.85,10.8,40.66,1.96,3.44,-13.39,30.0,-20.25,110,上市,,,,,,,,,,,,,
5434,崇越,52.81,371.88,146.8,117.55,89.81,5.89,61.96,10.28,35.50,10.51,1.61,9.99,20.48,167.3,6.14,12.63,22.56,98.89,8.0,110,上市,,,,,,,,,,,,,
5469,瀚宇博,48.39,403.46,158.47,123.07,46.34,3.36,108.63,4.61,79.17,4.86,0.74,7.85,14.76,153.13,10.28,7.05,19.26,136.15,5.73,110,上市,,,,,,,,,,,,,
5471,松翰,22.67,633.69,405.93,261.13,0.00,9.62,37.94,2.31,158.00,7.95,1.1,27.35,35.54,111.37,24.93,8.71,115.4,95.73,4.56,110,上市,,,,,,,,,,,,,
5484,慧友,32.18,373.25,163.98,125.94,-13.16,10.60,34.43,3.62,100.82,3.25,0.59,-4.15,-6.19,-5.9,-7.46,-0.63,-16.84,-592.72,-9.74,110,上市,,,,,,,,,,,,,
5515,建國,43.65,15573.96,244.46,225.04,60.19,11.22,32.53,,,158.0,0.62,4.82,8.87,21.2,7.61,1.57,18.75,159.41,7.1,110,上市,,,,,,,,,,,,,
5519,隆大,58.0,13745.75,352.05,40.45,1040.58,36.02,10.13,0.11,3318.18,87.98,0.47,6.49,13.34,33.79,12.63,2.73,-23.37,-0.08,-14.42,110,上市,,,,,,,,,,,,,
5521,工信,32.27,1253.90,313.17,291.8,12.94,34353.05,0.01,7.49,48.73,8.1,0.46,0.49,0.63,1.59,0.95,0.08,-7.38,114.77,-3.93,110,上市,,,,,,,,,,,,,
5522,遠雄,53.36,45104.30,172.97,27.81,1144.97,40.34,9.04,0.35,1042.85,416.61,0.35,6.39,13.7,101.77,18.34,7.78,16.51,85.52,13.16,110,上市,,,,,,,,,,,,,
5525,順天,77.12,1589.62,114.95,1.82,-89.76,7.03,51.92,0.04,9125.00,2.49,0.04,-0.16,-1.27,-4.58,-7.28,-0.2,0.0,3.77,0.0,110,上市,,,,,,,,,,,,,
5531,鄉林,67.43,243.63,196.85,27.51,-0.21,11.77,31.01,0.17,2147.05,0.37,0.1,-0.62,-6.48,-8.83,-22.34,-0.6,-32.66,65.88,-13.7,110,上市,,,,,,,,,,,,,
5533,皇鼎,36.47,240.71,286.52,53.51,103.23,78.09,4.67,0.34,1073.52,0.85,0.27,7.9,13.47,40.21,28.15,3.72,24.64,146.56,5.64,110,上市,,,,,,,,,,,,,
5534,長虹,56.22,22031.65,175.38,16.18,11.14,24.82,14.70,0.09,4055.55,58.7,0.13,3.43,6.98,55.64,26.4,4.41,-18.71,8.16,-32.51,110,上市,,,,,,,,,,,,,
5538,東明-KY,44.98,532.35,248.66,127.71,13.70,5.52,66.12,2.76,132.24,10.43,1.28,15.05,26.93,89.1,10.94,8.0,0.0,38.25,-4.04,110,上市,,,,,,,,,,,,,
5546,永固-KY,56.52,1114.79,222.37,215.84,8.99,1.06,344.33,114.01,3.20,14.5,0.81,3.66,7.28,32.66,4.03,3.18,-20.85,-63.31,-21.89,110,上市,,,,,,,,,,,,,
5607,遠雄港,61.22,398.27,100.24,98.83,9.18,9.59,38.06,,,0.61,0.13,4.82,10.19,40.03,28.75,2.48,66.18,41.35,22.42,110,上市,,,,,,,,,,,,,
5608,四維航,71.14,104.50,108.75,103.25,9.63,116.63,3.12,18.87,19.34,0.29,0.24,9.26,36.41,70.21,34.58,7.16,69.96,550.93,11.59,110,上市,,,,,,,,,,,,,
5706,鳳凰,46.3,199.67,174.6,170.69,15.01,10.44,34.96,,,0.19,0.06,3.57,6.62,12.59,55.61,1.17,-11.07,46.69,-7.17,110,上市,,,,,,,,,,,,,
5871,中租-KY,83.66,553.83,120.73,119.12,4.65,,,,,1.5,0.11,4.93,20.97,216.54,31.45,14.8,7.59,78.48,14.32,110,上市,,,,,,,,,,,,,
5876,上海商銀,90.22,,,,,,,,,1.85,0.02,0.88,9.01,49.4,48.91,3.19,,,,110,上市,,,,,,,,,,,,,
5880,合庫金,94.52,,,,,,,,,,,0.49,8.83,17.96,38.98,1.51,,,,110,上市,,,,,,,,,,,,,
5906,台南-KY,54.75,1403.72,142.08,82.07,25.98,5.36,68.09,2.13,171.36,31.97,1.29,9.31,25.34,45.54,6.86,3.23,34.39,634.77,47.65,110,上市,,,,,,,,,,,,,
5907,大洋-KY,70.53,297.81,69.18,60.9,1.15,26.62,13.71,5.23,69.78,0.75,0.2,0.64,-2.81,3.98,-4.5,-1.19,16.48,90.97,4.17,110,上市,,,,,,,,,,,,,
6005,群益證,76.08,1732.69,115.24,115.22,,,,,,,,3.71,14.07,27.19,47.99,2.42,,127.37,,110,上市,,,,,,,,,,,,,
6024,群益期,86.0,17171.00,113.0,113.0,,,,,,,,1.08,7.77,28.54,22.26,2.33,1.86,139.81,1.83,110,上市,,,,,,,,,,,,,
6108,競國,61.69,171.54,125.62,101.76,6.61,3.29,110.94,7.01,52.06,3.67,0.96,2.97,6.84,20.2,2.64,1.5,1.39,91.6,-0.06,110,上市,,,,,,,,,,,,,
6112,邁達特,47.12,528.82,187.76,103.09,40.32,4.84,75.41,3.54,103.10,12.56,1.4,7.2,13.16,37.5,5.0,3.07,-5.66,56.28,-13.81,110,上市,,,,,,,,,,,,,
6115,鎰勝,44.51,515.76,203.01,170.92,36.44,3.32,109.93,8.78,41.57,7.48,0.91,6.12,10.51,37.23,6.53,2.7,0.92,76.95,-7.52,110,上市,,,,,,,,,,,,,
6116,彩晶,16.39,317.09,334.01,307.6,25285.96,12.60,28.96,12.17,29.99,1.83,0.49,14.77,17.41,28.53,30.32,2.75,108.9,102.72,6.67,110,上市,,,,,,,,,,,,,
6117,迎廣,72.12,120.60,103.15,65.35,-4.25,5.04,72.42,3.11,117.36,1.56,0.67,-2.48,-9.0,-10.88,-4.33,-0.98,-3.17,20.83,2.1,110,上市,,,,,,,,,,,,,
6120,達運,53.6,202.31,191.48,162.03,-11.97,5.80,62.93,12.50,29.20,2.8,1.02,-3.13,-6.78,-7.24,-3.2,-0.98,12.05,46.15,3.16,110,上市,,,,,,,,,,,,,
6128,上福,51.72,247.27,94.9,60.94,18.09,6.55,55.72,3.19,114.42,3.23,0.74,5.38,10.45,36.22,6.83,2.64,21.31,43.08,18.53,110,上市,,,,,,,,,,,,,
6133,金橋,42.03,267.06,134.39,89.21,-832.72,3.12,116.98,3.57,102.24,2.47,0.5,-2.44,-4.31,-4.54,-5.27,-0.48,0.0,0.0,0.0,110,上市,,,,,,,,,,,,,
6136,富爾特,3.45,2961.12,1346.44,1198.85,69610.39,4.52,80.75,7.51,48.60,4.88,0.2,4.82,5.01,12.49,23.73,1.23,72.65,66.88,-2.58,110,上市,,,,,,,,,,,,,
6139,亞翔,64.66,1776.14,146.66,80.72,6.09,4.77,76.51,2.35,155.31,31.47,0.79,1.28,2.86,17.8,1.36,1.43,7.07,9.48,10.34,110,上市,,,,,,,,,,,,,
6141,柏承,59.29,83.16,76.43,63.37,11.51,2.82,129.43,7.90,46.20,1.29,0.62,7.12,14.24,43.13,10.46,2.88,13.0,79.2,7.19,110,上市,,,,,,,,,,,,,
6142,友勁,40.45,267.97,326.02,233.76,44.70,3.54,103.10,3.12,116.98,1.58,0.47,8.07,15.32,16.35,15.68,1.23,-34.01,-65.59,-7.52,110,上市,,,,,,,,,,,,,
6152,百一,59.16,324.34,143.83,101.28,1.93,3.53,103.39,4.66,78.32,7.68,1.1,0.61,0.81,0.67,0.3,0.05,-5.21,181.89,-4.21,110,上市,,,,,,,,,,,,,
6153,嘉聯益,47.3,134.55,152.72,133.46,-2.89,2.97,122.89,8.75,41.71,0.87,0.48,-1.31,-3.19,-8.04,-3.34,-0.88,43.75,44.13,10.18,110,上市,,,,,,,,,,,,,
6155,鈞寶,52.06,474.24,147.69,133.44,1463.00,3.44,106.10,2.52,144.84,2.68,0.29,3.16,5.69,12.4,10.11,0.93,5.99,83.37,1.41,110,上市,,,,,,,,,,,,,
6164,華興,37.67,231.20,175.32,140.44,6.14,3.03,120.46,3.37,108.30,1.76,0.54,0.6,0.73,1.55,0.85,0.06,18.3,121.88,7.44,110,上市,,,,,,,,,,,,,
6165,浪凡,56.47,5516.10,135.65,126.28,28.38,15.69,23.26,3025.95,0.12,155.54,1.97,9.75,21.14,35.94,4.73,2.6,54.6,1005.02,127.11,110,上市,,,,,,,,,,,,,
6166,凌華,66.46,168.09,128.05,63.82,6.55,4.33,84.29,2.21,165.15,3.59,0.88,1.35,2.66,9.33,1.23,0.55,-19.7,17.93,-18.65,110,上市,,,,,,,,,,,,,
6168,宏齊,23.82,613.91,291.38,243.14,187.18,4.81,75.88,5.16,70.73,5.11,0.69,9.01,11.9,22.16,12.94,1.8,45.2,116.33,4.98,110,上市,,,,,,,,,,,,,
6176,瑞儀,54.38,1245.44,178.27,126.94,7007.89,4.21,86.69,12.63,28.89,22.12,0.92,8.55,17.27,161.98,9.12,11.16,23.43,175.73,10.17,110,上市,,,,,,,,,,,,,
6177,達麗,80.82,2628.33,140.86,4.24,321.04,135.62,2.69,0.26,1403.84,21.9,0.29,4.81,24.77,42.41,15.47,4.03,-11.53,-67.75,-20.14,110,上市,,,,,,,,,,,,,
6183,關貿,39.85,330.22,176.39,172.12,398.57,4.27,85.48,0.01,36500.00,2.99,0.63,12.09,18.63,35.04,19.05,2.84,42.88,131.34,10.2,110,上市,,,,,,,,,,,,,
6184,大豐電,42.73,315.10,204.19,195.91,17.46,23.00,15.86,63.70,5.72,0.96,0.27,7.27,12.1,36.1,25.94,3.51,45.73,180.15,9.03,110,上市,,,,,,,,,,,,,
6189,豐藝,67.1,1767.20,156.19,114.63,19.79,5.17,70.59,10.32,35.36,84.84,2.13,6.56,18.32,54.78,2.61,4.31,1.97,15.15,-5.89,110,上市,,,,,,,,,,,,,
6191,精成科,51.17,340.44,146.85,107.73,94.25,3.27,111.62,4.44,82.20,4.73,0.85,9.25,18.58,78.41,10.78,5.79,24.1,99.98,10.22,110,上市,,,,,,,,,,,,,
6192,巨路,37.51,544.74,248.38,177.27,1359.74,4.47,81.65,2.10,173.80,6.0,0.73,9.93,15.59,105.43,13.57,7.96,30.04,149.99,8.53,110,上市,,,,,,,,,,,,,
6196,帆宣,72.0,433.13,130.28,104.23,34.24,6.86,53.20,4.09,89.24,15.02,1.43,6.46,21.29,100.67,4.38,8.24,2.49,58.78,-2.01,110,上市,,,,,,,,,,,,,
6197,佳必琪,30.49,734.13,283.6,212.37,116.65,3.57,102.24,4.08,89.46,8.84,0.84,8.43,12.47,38.2,9.96,3.06,33.75,137.75,6.62,110,上市,,,,,,,,,,,,,
6201,亞弘電,28.26,486.93,329.59,196.42,902.00,5.74,63.58,2.91,125.42,7.12,1.08,8.38,11.96,42.22,7.69,3.35,35.75,40.02,1.28,110,上市,,,,,,,,,,,,,
6202,盛群,33.0,1261.00,288.0,248.0,1766.00,7.34,49.72,4.61,79.17,15.91,0.83,28.0,40.0,115.0,29.0,9.04,121.0,124.0,25.0,110,上市,,,,,,,,,,,,,
6205,詮欣,23.16,569.15,384.6,340.01,41.50,3.73,97.85,6.13,59.54,3.72,0.56,5.2,7.01,23.05,9.1,2.02,12.0,87.22,-1.8,110,上市,,,,,,,,,,,,,
6206,飛捷,24.96,457.05,328.18,225.37,494.80,5.80,62.93,3.35,108.95,4.86,0.82,11.63,14.78,57.47,13.33,4.77,0.53,103.92,-10.58,110,上市,,,,,,,,,,,,,
6209,今國光,31.05,233.49,278.47,179.78,-23.49,3.91,93.35,4.36,83.71,2.18,0.78,-3.11,-4.87,-12.5,-4.16,-0.91,-29.94,26.86,-3.47,110,上市,,,,,,,,,,,,,
6213,聯茂,41.18,322.38,170.88,134.0,48.02,2.70,135.18,5.97,61.13,3.7,1.05,10.37,18.12,99.61,9.67,9.0,22.1,39.98,6.54,110,上市,,,,,,,,,,,,,
6214,精誠,48.0,828.39,208.14,154.08,33.66,6.83,53.44,6.52,55.98,14.1,1.22,5.18,8.91,53.88,4.14,4.9,0.0,41.31,-7.12,110,上市,,,,,,,,,,,,,
6215,和椿,31.07,614.39,249.8,169.9,80.80,3.72,98.11,3.01,121.26,7.64,0.96,13.09,20.52,41.48,13.52,3.2,19.76,74.72,4.63,110,上市,,,,,,,,,,,,,
6216,居易,10.65,758.67,861.32,738.59,*****,5.85,62.39,3.06,119.28,4.39,0.54,9.35,10.42,19.45,17.28,1.85,10.21,58.33,-6.6,110,上市,,,,,,,,,,,,,
6224,聚鼎,39.29,222.16,220.05,160.17,44.61,4.41,82.76,2.73,133.69,2.42,0.69,11.59,20.06,68.92,14.63,6.02,1.81,59.2,-6.8,110,上市,,,,,,,,,,,,,
6225,天瀚,48.98,2891.45,261.26,177.62,0.00,4.39,83.14,3.89,93.83,57.6,1.27,-15.53,-26.16,-0.86,-12.18,-0.01,0.0,0.0,0.0,110,上市,,,,,,,,,,,,,
6226,光鼎,53.07,295.77,167.07,80.86,1.54,3.34,109.28,0.84,434.52,1.53,0.33,-0.74,-0.59,-0.68,0.81,-0.01,8.46,64.94,5.5,110,上市,,,,,,,,,,,,,
6230,尼得科超眾,55.63,234.43,172.79,129.68,83.27,3.08,118.50,6.12,59.64,4.23,1.04,3.68,7.7,59.35,3.17,4.05,7.43,62.12,2.89,110,上市,,,,,,,,,,,,,
6235,華孚,51.81,112.26,98.89,69.76,14.27,3.16,115.50,3.94,92.63,1.47,0.59,3.76,6.8,11.67,5.83,0.96,11.69,11.79,6.0,110,上市,,,,,,,,,,,,,
6239,力成,46.62,150.65,222.82,191.85,65.45,5.12,71.28,10.99,33.21,1.36,0.74,10.48,19.27,188.74,10.62,11.54,105.7,98.05,10.99,110,上市,,,,,,,,,,,,,
6243,迅杰,30.6,3826.71,318.95,260.91,20.00,4.00,91.25,3.14,116.24,51.1,0.84,6.4,10.1,12.86,7.29,1.6,18.94,-104.45,1.01,110,上市,,,,,,,,,,,,,
6257,矽格,51.3,156.44,192.97,179.33,23.17,4.58,79.69,46.08,7.92,1.01,0.5,9.56,18.53,81.02,18.2,6.25,92.79,83.46,12.27,110,上市,,,,,,,,,,,,,
6269,台郡,46.84,232.20,228.07,188.33,147.11,4.44,82.20,6.44,56.67,3.08,0.78,6.37,11.24,108.56,8.1,8.19,38.85,58.85,8.78,110,上市,,,,,,,,,,,,,
6271,同欣電,16.54,265.15,217.37,171.37,902.37,6.85,53.28,5.52,66.12,1.65,0.52,10.45,12.51,189.25,19.95,15.49,112.73,97.43,12.83,110,上市,,,,,,,,,,,,,
6277,宏正,35.0,203.00,205.0,150.0,50.00,6.30,57.93,2.12,172.16,2.15,0.7,8.91,13.43,72.67,12.48,5.33,107.0,80.0,25.75,110,上市,,,,,,,,,,,,,
6278,台表科,71.41,162.68,110.62,92.02,50.64,3.70,98.64,12.01,30.39,6.14,1.41,8.09,25.22,168.41,5.63,12.7,11.3,87.21,12.75,110,上市,,,,,,,,,,,,,
6281,全國電,70.73,919.37,131.76,62.05,26.16,138.42,2.63,6.23,58.58,42.26,2.38,7.13,22.51,75.65,2.89,6.05,41.1,143.09,20.74,110,上市,,,,,,,,,,,,,
6282,康舒,65.77,185.31,133.53,93.5,10.10,3.44,106.10,4.33,84.29,2.86,0.76,2.58,6.33,16.4,3.06,1.17,-5.23,14.52,-6.9,110,上市,,,,,,,,,,,,,
6283,淳安,32.15,538.69,370.57,330.67,-21.95,4.25,85.88,11.42,31.96,5.58,0.77,-5.83,-9.01,-12.13,-7.78,-0.41,-34.46,-50.4,-6.31,110,上市,,,,,,,,,,,,,
6285,啟碁,61.79,250.37,139.89,81.92,22.50,4.68,77.99,5.52,66.12,8.81,1.63,3.12,7.29,35.6,1.83,3.15,-14.9,31.77,-15.52,110,上市,,,,,,,,,,,,,
6288,聯嘉,59.14,190.21,160.05,80.45,121.15,4.25,85.88,2.08,175.48,2.16,0.65,1.07,0.43,0.29,0.29,0.06,-19.4,15.25,-12.62,110,上市,,,,,,,,,,,,,
6405,悅城,13.01,349.32,691.96,688.48,65.74,3.24,112.65,47.45,7.69,0.65,0.2,3.76,4.25,15.98,18.43,1.51,26.03,100.36,1.18,110,上市,,,,,,,,,,,,,
6409,旭隼,57.35,215.68,133.97,107.06,71.33,6.51,56.06,8.08,45.17,6.57,1.34,18.91,42.72,330.65,13.91,27.13,30.67,99.28,3.98,110,上市,,,,,,,,,,,,,
6412,群電,62.97,222.67,124.0,72.54,104.37,3.68,99.18,4.22,86.49,8.36,1.46,10.35,27.41,91.28,7.0,7.22,7.58,58.78,-0.96,110,上市,,,,,,,,,,,,,
6414,樺漢,68.82,795.93,140.51,103.88,8.78,5.61,65.06,5.09,71.70,14.39,1.0,3.91,10.84,417.36,3.47,13.91,3.37,69.89,0.15,110,上市,,,,,,,,,,,,,
6415,矽力*-KY,9.25,1651.64,771.15,633.26,5852.06,14.65,24.91,3.94,92.63,16.16,0.92,24.93,27.46,679.63,26.96,61.51,274.49,134.38,21.99,110,上市,,,,,,,,,,,,,
6416,瑞祺電通,34.9,3766.81,301.33,124.12,56.78,4.96,73.58,1.56,233.97,52.17,0.95,4.98,7.42,44.11,5.14,3.0,19.04,21.81,0.25,110,上市,,,,,,,,,,,,,
6426,統新,7.66,205.77,712.37,594.5,1123.45,3.46,105.49,2.66,137.21,0.91,0.35,0.82,0.88,0.94,2.25,0.3,109.61,76.26,0.72,110,上市,,,,,,,,,,,,,
6438,迅得,46.18,511.86,187.25,130.87,75.33,3.91,93.35,2.66,137.21,7.04,0.9,12.09,23.83,119.17,13.28,10.15,25.55,56.64,12.18,110,上市,,,,,,,,,,,,,
6442,光聖,43.76,345.20,224.73,140.11,22.02,3.96,92.17,2.84,128.52,4.54,0.94,3.64,6.0,21.74,3.68,1.55,1.75,43.03,-1.58,110,上市,,,,,,,,,,,,,
6443,元晶,49.86,155.54,140.69,72.3,1.66,8.55,42.69,4.83,75.56,1.25,0.63,1.06,0.96,1.04,0.77,0.1,18.9,12.45,4.83,110,上市,,,,,,,,,,,,,
6449,鈺邦,44.54,189.15,141.48,105.54,33.94,2.55,143.13,3.34,109.28,2.18,0.65,7.3,12.95,45.21,10.85,3.49,12.48,55.5,2.19,110,上市,,,,,,,,,,,,,
6451,訊芯-KY,56.38,418.24,215.66,189.27,381.60,4.61,79.17,4.56,80.04,1.94,0.28,4.64,5.93,19.18,8.86,3.77,3.77,67.8,-2.06,110,上市,,,,,,,,,,,,,
6456,GIS-KY,65.11,205.20,144.67,122.42,3610.99,3.42,106.72,11.41,31.98,6.33,1.43,4.86,14.27,133.89,3.3,12.97,11.75,79.07,6.71,110,上市,,,,,,,,,,,,,
6464,台數科,58.75,949.51,113.48,107.07,7.86,14.67,24.88,48.34,7.55,2.29,0.21,6.22,14.21,105.09,25.43,8.27,49.24,165.8,16.49,110,上市,,,,,,,,,,,,,
6477,安集,57.89,327.80,133.38,100.38,3.93,3.50,104.28,2.80,130.35,1.44,0.26,2.89,5.12,12.59,8.56,1.16,-2.74,23.79,-3.14,110,上市,,,,,,,,,,,,,
6491,晶碩,35.69,117.72,117.42,94.13,466.64,9.30,39.24,5.46,66.84,1.4,0.75,16.7,24.71,206.28,22.31,17.84,94.76,89.02,26.94,110,上市,,,,,,,,,,,,,
6504,南六,66.93,134.91,112.33,82.97,852.00,4.62,79.00,5.52,66.12,1.38,0.63,1.24,3.02,34.47,1.73,1.62,24.99,61.19,0.86,110,上市,,,,,,,,,,,,,
6505,台塑化,21.14,409.29,499.95,337.16,160.03,13.47,27.09,9.26,39.41,6.29,1.48,11.83,14.64,63.49,7.96,5.19,61.33,97.65,3.97,110,上市,,,,,,,,,,,,,
6515,穎崴,25.62,389.97,302.76,265.21,445.40,4.08,89.46,4.37,83.52,4.49,0.91,15.37,33.31,175.83,16.85,14.46,76.8,99.29,8.44,110,上市,,,,,,,,,,,,,
6525,捷敏-KY,38.16,190.84,167.11,145.83,1884.27,5.28,69.12,13.79,26.46,2.39,0.8,14.51,21.51,81.58,18.04,6.65,51.73,87.1,5.81,110,上市,,,,,,,,,,,,,
6531,愛普*,23.63,5993.69,366.08,243.81,128970.63,9.08,40.19,2.76,132.24,148.02,1.29,39.51,51.29,337.88,30.61,13.67,172.23,96.99,41.01,110,上市,,,,,,,,,,,,,
6533,晶心科,5.13,19787.47,2566.59,2539.78,100.35,5.19,70.32,0.75,486.66,34.65,0.25,5.07,5.42,34.97,19.72,3.59,177.75,63.57,6.36,110,上市,,,,,,,,,,,,,
6541,泰福-KY,40.71,935.35,966.54,895.67,,,,,,,,-33.97,-56.99,-43.78,,-4.74,,,,110,上市,,,,,,,,,,,,,
6550,北極星藥業-KY,7.78,569.33,1453.85,1373.0,-4946.25,4.15,87.95,,,0.01,0.0,-12.98,-14.67,-10.29,-4923.12,-1.09,-123.46,-909.61,-7.38,110,上市,,,,,,,,,,,,,
6552,易華電,42.72,182.54,246.43,203.86,24.41,7.62,47.90,10.44,34.96,1.24,0.65,7.38,12.79,47.1,10.8,3.91,116.13,77.32,6.82,110,上市,,,,,,,,,,,,,
6558,興能高,43.1,226.98,199.83,161.91,1.52,3.22,113.35,4.35,83.90,2.1,0.64,0.45,0.22,0.61,0.19,0.04,5.37,45.31,1.06,110,上市,,,,,,,,,,,,,
6573,虹揚-KY,59.24,136.73,95.36,69.06,-3.72,3.17,115.14,5.41,67.46,1.83,0.71,-4.92,-14.34,-22.07,-8.69,-1.93,3.81,27.41,1.44,110,上市,,,,,,,,,,,,,
6579,研揚,17.87,1086.58,338.45,232.69,129.52,6.64,54.96,3.51,103.98,9.3,0.64,5.23,6.13,42.12,8.09,4.22,-25.6,68.81,-9.3,110,上市,,,,,,,,,,,,,
6581,鋼聯,14.09,115.16,167.7,145.09,18266.19,12.32,29.62,7.78,46.91,0.56,0.39,12.02,15.38,65.14,30.47,5.08,135.37,77.62,7.73,110,上市,,,,,,,,,,,,,
6582,申豐,15.67,291.17,420.07,383.85,6717.78,142.16,2.56,34.44,10.59,15.24,4.44,47.32,56.96,410.57,42.59,32.74,280.63,176.35,31.74,110,上市,,,,,,,,,,,,,
6585,鼎基,47.34,137.35,230.36,126.67,1968.56,7.85,46.49,3.32,109.93,0.93,0.56,6.57,12.04,58.04,11.03,4.55,32.28,62.78,1.75,110,上市,,,,,,,,,,,,,
6591,動力-KY,39.5,221.15,199.75,146.95,55.88,2.84,128.52,3.43,106.41,2.45,0.75,9.13,15.07,101.56,11.86,6.83,0.17,26.38,-4.67,110,上市,,,,,,,,,,,,,
6592,和潤企業,87.35,440.69,107.76,103.98,4.13,,,,,3.38,0.1,2.62,14.36,90.56,19.66,6.1,-19.7,0.0,-127.07,110,上市,,,,,,,,,,,,,
6598,ABC-KY,11.39,857.57,1378.63,1209.52,-56.55,5.46,66.84,1.26,289.68,2.81,0.28,-14.51,-16.6,-20.21,-51.63,-2.02,-253.18,-438.06,15.3,110,上市,,,,,,,,,,,,,
6605,帝寶,53.44,165.52,136.71,74.9,7.92,5.58,65.41,2.01,181.59,1.13,0.52,4.2,7.98,86.61,7.02,6.85,42.88,248.66,11.03,110,上市,,,,,,,,,,,,,
6625,必應,43.67,276.28,160.83,152.27,-41.07,4.01,91.02,,,3.55,0.79,-8.57,-15.29,-20.55,-11.08,-2.0,-2.26,98.33,-1.24,110,上市,,,,,,,,,,,,,
6641,基士德-KY,41.16,668.01,289.33,257.61,98.02,4.45,82.02,9.41,38.78,8.7,0.87,9.47,15.32,69.22,10.83,6.3,4.66,138.29,-5.84,110,上市,,,,,,,,,,,,,
6655,科定,65.53,120.65,141.84,30.87,2240.71,14.81,24.64,0.87,419.54,0.69,0.43,10.55,25.96,86.22,23.58,7.68,70.43,48.16,-9.38,110,上市,,,,,,,,,,,,,
6666,羅麗芬-KY,20.03,245.60,429.29,396.22,63.55,80.51,4.53,3.86,94.55,1.67,0.45,3.45,4.27,19.52,7.56,1.48,79.1,67.64,-17.16,110,上市,,,,,,,,,,,,,
6668,中揚光,53.01,167.09,178.95,141.9,-10.83,1.79,203.91,1.86,196.23,0.73,0.31,-6.87,-14.33,-34.12,-23.47,-4.02,12.56,31.32,2.28,110,上市,,,,,,,,,,,,,
6669,緯穎,67.7,3618.15,173.91,77.36,31.87,18.06,20.21,5.43,67.21,193.57,2.76,12.81,33.34,628.92,4.49,49.46,,3.16,,110,上市,,,,,,,,,,,,,
6670,復盛應用,50.51,208.28,135.44,75.72,121.32,5.99,60.93,4.53,80.57,5.68,1.46,16.04,32.51,243.93,10.89,18.03,22.79,39.75,2.79,110,上市,,,,,,,,,,,,,
6671,三能-KY,27.32,201.30,234.37,162.26,85.62,7.71,47.34,3.57,102.24,2.22,0.89,9.09,12.27,42.05,10.03,3.5,43.91,88.61,1.85,110,上市,,,,,,,,,,,,,
6672,騰輝電子-KY,50.74,330.36,175.24,119.44,85.73,3.87,94.31,4.55,80.21,7.36,1.44,15.73,30.08,146.71,10.8,11.72,4.49,69.34,-2.25,110,上市,,,,,,,,,,,,,
6674,鋐寶科技,49.85,1225.63,189.05,145.77,90.34,4.10,89.02,5.07,71.99,27.1,0.97,1.11,1.99,5.35,1.13,0.49,0.0,91.82,-3.28,110,上市,,,,,,,,,,,,,
6689,伊雲谷,58.86,22808.10,171.24,153.21,45.58,7.92,46.08,9.58,38.10,1017.89,2.64,5.42,12.12,42.46,2.01,3.4,37.9,145.67,47.88,110,上市,,,,,,,,,,,,,
6691,洋基工程,50.09,1335.76,197.44,127.15,620.69,9.81,37.20,0.50,730.00,29.8,1.51,13.61,28.75,183.7,8.98,15.83,20.61,156.77,13.3,110,上市,,,,,,,,,,,,,
6695,芯鼎,26.84,16763.19,515.23,316.39,77.64,8.03,45.45,1.57,232.48,80.9,0.98,11.35,15.27,11.82,11.38,1.9,0.0,0.0,0.0,110,上市,,,,,,,,,,,,,
6698,旭暉應材,35.88,152.47,157.27,124.56,16.33,3.41,107.03,3.34,109.28,0.75,0.35,3.23,4.39,14.72,8.72,0.39,14.51,,2.8,110,上市,,,,,,,,,,,,,
